dataset,policy,policy_label,threshold,true_positive,false_admission,false_negative,admitted,n_true,n_negative,recall,false_admission_rate,precision,review_rate,validation_debt_cost,debt_adjusted_utility,meets_false_constraint
CVEfixes,coverage_only,Coverage only,0.1323529411764706,7118,663,5550,7781,12668,8000,0.5618882222923903,0.082875,0.914792443130703,0.37647571124443585,0.37697672998912424,0.18491149230326615,True
CVEfixes,coverage_only,Coverage only,0.12987012987012986,7263,713,5405,7976,12668,8000,0.5733343858541207,0.089125,0.9106068204613842,0.38591058641377973,0.3933369328571588,0.17999745299696188,True
CVEfixes,coverage_only,Coverage only,0.12698412698412698,7431,755,5237,8186,12668,8000,0.5865961477739186,0.094375,0.9077693623259223,0.39607122121153476,0.4062795241170971,0.18031662365682144,True
CVEfixes,coverage_only,Coverage only,0.12396694214876033,7599,813,5069,8412,12668,8000,0.5998579096937164,0.101625,0.9033523537803139,0.4070059996129282,0.4252608225572173,0.17459708713649913,True
CVEfixes,coverage_only,Coverage only,0.12222222222222222,7669,822,4999,8491,12668,8000,0.6053836438269656,0.10275,0.9031916146508068,0.41082833365589316,0.4274455057260532,0.1779381381009124,True
CVEfixes,coverage_only,Coverage only,0.11904761904761904,7873,884,4795,8757,12668,8000,0.6214872118724345,0.1105,0.899052186821971,0.4236984710663828,0.44731312058521056,0.17417409128722397,True
CVEfixes,coverage_only,Coverage only,0.11643835616438356,7993,919,4675,8912,12668,8000,0.6309598989580044,0.114875,0.8968806104129264,0.43119798722663055,0.4584449246218304,0.17251497433617397,True
CVEfixes,coverage_only,Coverage only,0.11450381679389313,8099,955,4569,9054,12668,8000,0.6393274392169246,0.119375,0.8945217583388557,0.438068511708922,0.47019656578121494,0.16913087343570965,True
CVEfixes,coverage_only,Coverage only,0.1111111111111111,8353,1077,4315,9430,12668,8000,0.6593779602147143,0.134625,0.8857900318133616,0.4562608863944262,0.5118435542660427,0.14753440594867157,True
CVEfixes,coverage_only,Coverage only,0.10810810810810811,8441,1122,4227,9563,12668,8000,0.6663245974107989,0.14025,0.8826728014221479,0.462695955099671,0.5273036484022838,0.13902094900851494,True
CVEfixes,coverage_only,Coverage only,0.10526315789473684,8611,1199,4057,9810,12668,8000,0.6797442374486896,0.149875,0.8777777777777778,0.47464679698083995,0.5534212804868697,0.12632295696181997,True
CVEfixes,coverage_only,Coverage only,0.10256410256410256,8745,1263,3923,10008,12668,8000,0.6903220713609094,0.157875,0.8738009592326139,0.4842268240758661,0.575255823363566,0.11506624799734347,False
CVEfixes,coverage_only,Coverage only,0.1,8971,1368,3697,10339,12668,8000,0.7081622987053995,0.171,0.8676854628107167,0.500241919876137,0.610971521317457,0.09719077738794249,False
CVEfixes,coverage_only,Coverage only,0.09722222222222222,9055,1403,3613,10458,12668,8000,0.7147931796652984,0.175375,0.8658443296997513,0.5059996129281982,0.6227266857300853,0.09206649393521317,False
CVEfixes,coverage_only,Coverage only,0.09433962264150944,9211,1497,3457,10708,12668,8000,0.7271076728765393,0.187125,0.8601979828165858,0.5180956067350494,0.6555028621176178,0.07160481075892161,False
CVEfixes,coverage_only,Coverage only,0.09210526315789473,9307,1560,3361,10867,12668,8000,0.7346858225449953,0.195,0.8564461212846232,0.5257886587962067,0.6776179773035614,0.05706784524143377,False
CVEfixes,coverage_only,Coverage only,0.08955223880597014,9440,1667,3228,11107,12668,8000,0.7451847173981686,0.208375,0.8499144683532908,0.5374008128507838,0.7156988612929971,0.029485856105171526,False
CVEfixes,coverage_only,Coverage only,0.0873015873015873,9531,1730,3137,11261,12668,8000,0.7523681717713925,0.21625,0.8463724358405115,0.5448519450358041,0.7379005543089421,0.014467617462450455,False
CVEfixes,coverage_only,Coverage only,0.0851063829787234,9646,1834,3022,11480,12668,8000,0.7614461635617303,0.22925,0.8402439024390244,0.5554480356106057,0.7751608608900978,-0.01371469732836745,False
CVEfixes,coverage_only,Coverage only,0.08247422680412371,9774,1924,2894,11698,12668,8000,0.7715503631196716,0.2405,0.8355274405881348,0.56599574221018,0.8069121963305911,-0.0353618332109195,False
CVEfixes,coverage_only,Coverage only,0.08064516129032258,9854,1999,2814,11853,12668,8000,0.7778654878433849,0.249875,0.8313507128996879,0.5734952583704277,0.8338333909576751,-0.0559679031142902,False
CVEfixes,coverage_only,Coverage only,0.0784313725490196,9964,2105,2704,12069,12668,8000,0.7865487843384907,0.263125,0.8255862126108211,0.5839461970195471,0.8719351137663546,-0.08538632942786387,False
CVEfixes,coverage_only,Coverage only,0.07547169811320754,10081,2240,2587,12321,12668,8000,0.7957846542469214,0.28,0.8181965749533318,0.5961389587768531,0.9208607843771124,-0.12507613013019103,False
CVEfixes,coverage_only,Coverage only,0.07317073170731707,10181,2345,2487,12526,12668,8000,0.803678560151563,0.293125,0.8127893980520517,0.6060576736984711,0.9587582436470328,-0.1550796834954698,False
CVEfixes,coverage_only,Coverage only,0.07058823529411765,10268,2457,2400,12725,12668,8000,0.8105462582886012,0.307125,0.8069155206286837,0.6156860847687246,0.9995227396662859,-0.18897648137768472,False
CVEfixes,coverage_only,Coverage only,0.06779661016949153,10432,2596,2236,13028,12668,8000,0.8234922639722134,0.3245,0.8007368744243168,0.6303464292626282,1.049144255470078,-0.22565199149786466,False
CVEfixes,coverage_only,Coverage only,0.06542056074766354,10564,2697,2104,13261,12668,8000,0.8339122197663403,0.337125,0.7966216725737124,0.6416198954906135,1.0849779398329458,-0.2510657200666054,False
CVEfixes,coverage_only,Coverage only,0.0625,10711,2912,1957,13623,12668,8000,0.8455162614461635,0.364,0.7862438523085957,0.6591348945229341,1.163577679364606,-0.31806141791844234,False
CVEfixes,coverage_only,Coverage only,0.06,10773,3020,1895,13793,12668,8000,0.8504104831070414,0.3775,0.781048357862684,0.6673601703115928,1.2032653877388193,-0.352854904631778,False
CVEfixes,coverage_only,Coverage only,0.057692307692307696,10870,3133,1798,14003,12668,8000,0.8580675718345437,0.391625,0.7762622295222452,0.6775208051093478,1.2442341472968317,-0.3861665754622878,False
CVEfixes,coverage_only,Coverage only,0.05555555555555555,10958,3327,1710,14285,12668,8000,0.8650142090306283,0.415875,0.7670983549177459,0.6911650861234759,1.3159297020485166,-0.4509154930178884,False
CVEfixes,coverage_only,Coverage only,0.05357142857142857,11008,3420,1660,14428,12668,8000,0.8689611619829491,0.4275,0.7629609093429442,0.6980839945809948,1.3501639092333124,-0.48120274725036327,False
CVEfixes,coverage_only,Coverage only,0.05084745762711865,11089,3577,1579,14666,12668,8000,0.8753552257657089,0.447125,0.7561025501159143,0.7095993806851171,1.4080161625928285,-0.5326609368271197,False
CVEfixes,coverage_only,Coverage only,0.04827586206896552,11181,3726,1487,14907,12668,8000,0.8826176191979792,0.46575,0.7500503119339907,0.7212599187149216,1.4626585911362515,-0.5800409719382722,False
CVEfixes,coverage_only,Coverage only,0.04597701149425287,11252,3855,1416,15107,12668,8000,0.8882222923902747,0.481875,0.7448202819884822,0.7309367137604026,1.5101162625904514,-0.6218939702001767,False
CVEfixes,coverage_only,Coverage only,0.043478260869565216,11359,4064,1309,15423,12668,8000,0.8966687717082412,0.508,0.7364974388899695,0.7462260499322624,1.5871441095695529,-0.6904753378613115,False
CVEfixes,coverage_only,Coverage only,0.04054054054054054,11434,4245,1234,15679,12668,8000,0.9025892011367225,0.530625,0.7292556923273168,0.758612347590478,1.6541583170953433,-0.7515691159586207,False
CVEfixes,coverage_only,Coverage only,0.03787878787878788,11515,4443,1153,15958,12668,8000,0.9089832649194821,0.555375,0.7215816518360697,0.772111476678924,1.7274847576040755,-0.8185014926845935,False
CVEfixes,coverage_only,Coverage only,0.03529411764705882,11611,4631,1057,16242,12668,8000,0.9165614145879382,0.578875,0.7148750153921931,0.7858525256435068,1.796777272635191,-0.8802158580472528,False
CVEfixes,coverage_only,Coverage only,0.03305785123966942,11739,4833,929,16572,12668,8000,0.9266656141458793,0.604125,0.7083635047067343,0.8018192374685504,1.8707995583369577,-0.9441339441910784,False
CVEfixes,coverage_only,Coverage only,0.031446540880503145,11779,4945,889,16724,12668,8000,0.929823176507736,0.618125,0.7043171490074145,0.8091736017031159,1.912377885958222,-0.9825547094504858,False
CVEfixes,coverage_only,Coverage only,0.029197080291970802,11838,5146,830,16984,12668,8000,0.9344805809914746,0.64325,0.6970089495996232,0.8217534352622411,1.9872175265152434,-1.0527369455237687,False
CVEfixes,coverage_only,Coverage only,0.0273972602739726,11886,5302,782,17188,12668,8000,0.9382696558257025,0.66275,0.6915289737025831,0.8316237662086317,2.0452637743540056,-1.1069941185283032,False
CVEfixes,coverage_only,Coverage only,0.024691358024691357,11952,5494,716,17446,12668,8000,0.943479633722766,0.68675,0.6850854063968818,0.8441068318173021,2.1165854331601732,-1.1731057994374077,False
CVEfixes,coverage_only,Coverage only,0.02247191011235955,12008,5674,660,17682,12668,8000,0.9479002210293653,0.70925,0.6791086981110734,0.8555254499709696,2.1835512172412073,-1.2356509962118423,False
CVEfixes,coverage_only,Coverage only,0.020618556701030927,12048,5832,620,17880,12668,8000,0.9510577833912219,0.729,0.6738255033557047,0.8651054770659957,2.242490828005494,-1.2914330446142723,False
CVEfixes,coverage_only,Coverage only,0.01834862385321101,12099,6019,569,18118,12668,8000,0.9550836754025892,0.752375,0.6677889391765095,0.876620863170118,2.312185124307859,-1.3571014489052697,False
CVEfixes,coverage_only,Coverage only,0.015873015873015872,12136,6183,532,18319,12668,8000,0.9580044205873066,0.772875,0.6624815765052677,0.8863460421908264,2.3734411969627147,-1.415436776375408,False
CVEfixes,coverage_only,Coverage only,0.014084507042253521,12158,6267,510,18425,12668,8000,0.9597410798863277,0.783375,0.6598643147896879,0.8914747435649313,2.404763467206665,-1.4450223873203372,False
CVEfixes,coverage_only,Coverage only,0.0125,12179,6301,489,18480,12668,8000,0.9613988001263025,0.787625,0.6590367965367966,0.8941358622024386,2.417232093078546,-1.4558332929522437,False
CVEfixes,coverage_only,Coverage only,0.011111111111111112,12184,6325,484,18509,12668,8000,0.9617934954215346,0.790625,0.658274353017451,0.8955389974840333,2.426203576018818,-1.4644100805972835,False
CVEfixes,coverage_only,Coverage only,0.009708737864077669,12188,6337,480,18525,12668,8000,0.9621092516577202,0.792125,0.6579217273954117,0.8963131410876718,2.4306633441399534,-1.4685540924822331,False
CVEfixes,coverage_only,Coverage only,0.008695652173913044,12190,6350,478,18540,12668,8000,0.9622671297758131,0.79375,0.6574973031283711,0.8970389007160828,2.4355351625918504,-1.4732680328160375,False
CVEfixes,coverage_only,Coverage only,0.007407407407407408,12195,6358,473,18553,12668,8000,0.9626618250710451,0.79475,0.6573060960491565,0.8976678923940391,2.4384679383519403,-1.4758061132808955,False
CVEfixes,coverage_only,Coverage only,0.0,12668,8000,0,20668,12668,8000,1.0,1.0,0.6129281981807625,1.0,3.05,-2.05,False
CVEfixes,category_plus_coverage,Category+coverage,0.9,1,0,12667,1,12668,8000,7.893905904641616e-05,0.0,1.0,4.8383975227404685e-05,0.24998268443399976,-0.24990374537495336,True
CVEfixes,category_plus_coverage,Category+coverage,0.7142857142857143,10,0,12658,10,12668,8000,0.0007893905904641617,0.0,1.0,0.00048383975227404683,0.24982684433999766,-0.2490374537495335,True
CVEfixes,category_plus_coverage,Category+coverage,0.65,20,0,12648,20,12668,8000,0.0015787811809283233,0.0,1.0,0.0009676795045480937,0.24965368867999532,-0.248074907499067,True
CVEfixes,category_plus_coverage,Category+coverage,0.589041095890411,29,0,12639,29,12668,8000,0.002289232712346069,0.0,1.0,0.0014031352815947358,0.24949784858599322,-0.24720861587364715,True
CVEfixes,category_plus_coverage,Category+coverage,0.5625,49,0,12619,49,12668,8000,0.003868013893274392,0.0,1.0,0.0023708147861428294,0.24915153726598854,-0.24528352337271414,True
CVEfixes,category_plus_coverage,Category+coverage,0.5357142857142857,72,0,12596,72,12668,8000,0.005683612251341964,0.0,1.0,0.0034836462163731373,0.24875327924798316,-0.2430696669966412,True
CVEfixes,category_plus_coverage,Category+coverage,0.5161290322580645,88,0,12580,88,12668,8000,0.006946637196084623,0.0,1.0,0.004257789820011612,0.24847623019197942,-0.2415295929958948,True
CVEfixes,category_plus_coverage,Category+coverage,0.5074626865671642,98,0,12570,98,12668,8000,0.007736027786548784,0.0,1.0,0.004741629572285659,0.24830307453197709,-0.2405670467454283,True
CVEfixes,category_plus_coverage,Category+coverage,0.48717948717948717,130,0,12538,130,12668,8000,0.010262077676034102,0.0,1.0,0.0062899167795626085,0.2477489764199696,-0.2374868987439355,True
CVEfixes,category_plus_coverage,Category+coverage,0.47540983606557374,154,0,12514,154,12668,8000,0.012156615093148089,0.0,1.0,0.007451132185020321,0.24733340283596397,-0.2351767877428159,True
CVEfixes,category_plus_coverage,Category+coverage,0.4583333333333333,183,0,12485,183,12668,8000,0.014445847805494159,0.0,1.0,0.008854267466615056,0.24683125142195722,-0.23238540361646307,True
CVEfixes,category_plus_coverage,Category+coverage,0.4411764705882353,230,1,12438,231,12668,8000,0.01815598358067572,0.000125,0.9956709956709957,0.011176698277530482,0.24639483901870757,-0.22823885543803185,True
CVEfixes,category_plus_coverage,Category+coverage,0.43478260869565216,245,1,12423,246,12668,8000,0.01934006946637196,0.000125,0.9959349593495935,0.011902457905941553,0.24613510552870407,-0.22679503606233212,True
CVEfixes,category_plus_coverage,Category+coverage,0.42424242424242425,269,1,12399,270,12668,8000,0.021234606883485947,0.000125,0.9962962962962963,0.013063673311399265,0.24571953194469845,-0.2244849250612125,True
CVEfixes,category_plus_coverage,Category+coverage,0.41509433962264153,301,1,12367,302,12668,8000,0.023760656772971265,0.000125,0.9966887417218543,0.014611960518676215,0.245165433832691,-0.22140477705971973,True
CVEfixes,category_plus_coverage,Category+coverage,0.4057971014492754,330,1,12338,331,12668,8000,0.026049889485317335,0.000125,0.9969788519637462,0.01601509580027095,0.24466328241868418,-0.21861339293336687,True
CVEfixes,category_plus_coverage,Category+coverage,0.3939393939393939,359,2,12309,361,12668,8000,0.028339122197663404,0.00025,0.9944598337950139,0.017466615057093092,0.2445385502034388,-0.21619942800577538,True
CVEfixes,category_plus_coverage,Category+coverage,0.3829787234042553,403,2,12265,405,12668,8000,0.031812440795705714,0.00025,0.9950617283950617,0.019595509967098898,0.24377666529942854,-0.21196422450372282,True
CVEfixes,category_plus_coverage,Category+coverage,0.37777777777777777,428,2,12240,430,12668,8000,0.03378591727186612,0.00025,0.9953488372093023,0.020805109347784016,0.24334377614942268,-0.20955785887755657,True
CVEfixes,category_plus_coverage,Category+coverage,0.3673469387755102,466,5,12202,471,12668,8000,0.036785601515629936,0.000625,0.9893842887473461,0.022788852332107607,0.24381804223769787,-0.20703244072206795,True
CVEfixes,category_plus_coverage,Category+coverage,0.36,500,5,12168,505,12668,8000,0.039469529523208084,0.000625,0.9900990099009901,0.024433907489839365,0.24322931299368994,-0.20375978347048188,True
CVEfixes,category_plus_coverage,Category+coverage,0.35185185185185186,546,5,12122,551,12668,8000,0.043100726239343225,0.000625,0.9909255898366606,0.02665957035029998,0.24243279695767916,-0.19933207071833595,True
CVEfixes,category_plus_coverage,Category+coverage,0.34375,597,6,12071,603,12668,8000,0.047126618250710454,0.00075,0.9900497512437811,0.029175537062125025,0.24192712229042865,-0.1948005040397182,True
CVEfixes,category_plus_coverage,Category+coverage,0.3392857142857143,621,6,12047,627,12668,8000,0.04902115566782444,0.00075,0.9904306220095693,0.030336752467582738,0.24151154870642305,-0.1924903930385986,True
CVEfixes,category_plus_coverage,Category+coverage,0.32608695652173914,702,6,11966,708,12668,8000,0.05541521945058415,0.00075,0.9915254237288136,0.034255854461002516,0.2401089878604041,-0.18469376840981996,True
CVEfixes,category_plus_coverage,Category+coverage,0.32,758,6,11910,764,12668,8000,0.05983580675718345,0.00075,0.9921465968586387,0.03696535707373718,0.239139316164391,-0.17930350940720755,True
CVEfixes,category_plus_coverage,Category+coverage,0.3142857142857143,809,6,11859,815,12668,8000,0.06386169876855068,0.00075,0.992638036809816,0.03943293981033482,0.2382562222983791,-0.1743945235298284,True
CVEfixes,category_plus_coverage,Category+coverage,0.30864197530864196,851,8,11817,859,12668,8000,0.06717713924850016,0.001,0.9906868451688009,0.041561834720340626,0.238283806923892,-0.17110666767539184,True
CVEfixes,category_plus_coverage,Category+coverage,0.3026315789473684,923,8,11745,931,12668,8000,0.07286075149984213,0.001,0.99140708915145,0.04504548093671376,0.23703708617187516,-0.16417633467203302,True
CVEfixes,category_plus_coverage,Category+coverage,0.296875,974,12,11694,986,12668,8000,0.07688664351120934,0.0015,0.9878296146044625,0.04770659957422102,0.23766366910090872,-0.16077702558969936,True
CVEfixes,category_plus_coverage,Category+coverage,0.2909090909090909,1034,13,11634,1047,12668,8000,0.08162298705399432,0.001625,0.9875835721107927,0.0506580220630927,0.23700215433965605,-0.15537916728566176,True
CVEfixes,category_plus_coverage,Category+coverage,0.2872340425531915,1072,13,11596,1085,12668,8000,0.08462267129775813,0.001625,0.9880184331797235,0.05249661312173408,0.23634416283164716,-0.15172149153388903,True
CVEfixes,category_plus_coverage,Category+coverage,0.2807017543859649,1147,15,11521,1162,12668,8000,0.09054310072623935,0.001875,0.9870912220309811,0.056222179214244244,0.23580033377915235,-0.14525723305291302,True
CVEfixes,category_plus_coverage,Category+coverage,0.27586206896551724,1229,18,11439,1247,12668,8000,0.09701610356804546,0.00225,0.9855653568564555,0.06033481710857364,0.23551271496341733,-0.13849661139537187,True
CVEfixes,category_plus_coverage,Category+coverage,0.27058823529411763,1283,19,11385,1302,12668,8000,0.10127881275655194,0.002375,0.9854070660522274,0.0629959357460809,0.23495509359816605,-0.13367628084161412,True
CVEfixes,category_plus_coverage,Category+coverage,0.2653061224489796,1358,23,11310,1381,12668,8000,0.10719924218503316,0.002875,0.9833454018826937,0.06681826978904587,0.23516610294319398,-0.12796686075816083,True
CVEfixes,category_plus_coverage,Category+coverage,0.2608695652173913,1429,26,11239,1455,12668,8000,0.1128039153773287,0.00325,0.9821305841924398,0.07039868395587381,0.23506895535346153,-0.1222650399761328,True
CVEfixes,category_plus_coverage,Category+coverage,0.2571428571428571,1489,28,11179,1517,12668,8000,0.11754025892011367,0.0035,0.981542518127884,0.0733984904199729,0.23478485979097025,-0.11724460087085656,True
CVEfixes,category_plus_coverage,Category+coverage,0.25333333333333335,1538,29,11130,1567,12668,8000,0.12140827281338806,0.003625,0.9814932992980216,0.07581768918134314,0.23431381625572015,-0.11290554344233207,True
CVEfixes,category_plus_coverage,Category+coverage,0.24489795918367346,1688,35,10980,1723,12668,8000,0.1332491316703505,0.004375,0.97968659315148,0.08336558931681827,0.2339809965482533,-0.10073186487790281,True
CVEfixes,category_plus_coverage,Category+coverage,0.24074074074074073,1778,39,10890,1817,12668,8000,0.14035364698452796,0.004875,0.9785360484314805,0.08791368298819431,0.23393227240327774,-0.09357862541874978,True
CVEfixes,category_plus_coverage,Category+coverage,0.23636363636363636,1879,39,10789,1918,12668,8000,0.14832649194821598,0.004875,0.9796663190823774,0.09280046448616218,0.23218340023725412,-0.08385690828903812,True
CVEfixes,category_plus_coverage,Category+coverage,0.23,2038,48,10630,2086,12668,8000,0.16087780233659615,0.006,0.9769894534995206,0.10092897232436616,0.23282699803206927,-0.07194919569547312,True
CVEfixes,category_plus_coverage,Category+coverage,0.2265625,2105,56,10563,2161,12668,8000,0.16616671929270604,0.007,0.974086071263304,0.10455777046642152,0.23468620870014453,-0.0685194894074385,True
CVEfixes,category_plus_coverage,Category+coverage,0.22330097087378642,2192,60,10476,2252,12668,8000,0.17303441742974424,0.0075,0.9733570159857904,0.10896071221211535,0.2346894312531697,-0.06165501382342546,True
CVEfixes,category_plus_coverage,Category+coverage,0.21875,2330,63,10338,2393,12668,8000,0.18392800757814967,0.007875,0.9736732135394902,0.1157828527191794,0.23343214074142157,-0.049504133163271895,True
CVEfixes,category_plus_coverage,Category+coverage,0.2159090909090909,2399,69,10269,2468,12668,8000,0.18937480265235238,0.008625,0.9720421393841167,0.11941165086123476,0.23450188187997364,-0.04512707922762127,True
CVEfixes,category_plus_coverage,Category+coverage,0.2127659574468085,2474,75,10194,2549,12668,8000,0.1952952320808336,0.009375,0.9705766967438211,0.12333075285465454,0.23546772962252432,-0.04017249754169072,True
CVEfixes,category_plus_coverage,Category+coverage,0.20967741935483872,2554,81,10114,2635,12668,8000,0.2016103568045469,0.010125,0.9692599620493358,0.12749177472421133,0.23634699953507385,-0.03473664273052697,True
CVEfixes,category_plus_coverage,Category+coverage,0.20689655172413793,2651,96,10017,2747,12668,8000,0.20926744553204926,0.012,0.9650527848562068,0.13291077994968067,0.24032867761447174,-0.031061232082422466,True
CVEfixes,category_plus_coverage,Category+coverage,0.20408163265306123,2720,100,9948,2820,12668,8000,0.21471424060625197,0.0125,0.9645390070921985,0.1364428101412812,0.24064358035550107,-0.025929339749249103,True
CVEfixes,category_plus_coverage,Category+coverage,0.2,2887,123,9781,3010,12668,8000,0.22789706346700347,0.015375,0.9591362126245847,0.14563576543448808,0.24643252240497354,-0.018535458937970067,True
CVEfixes,category_plus_coverage,Category+coverage,0.1956521739130435,2930,125,9738,3055,12668,8000,0.23129144300599938,0.015625,0.9590834697217676,0.1478130443197213,0.24644279146448622,-0.015151348458486848,True
CVEfixes,category_plus_coverage,Category+coverage,0.19285714285714287,3023,133,9645,3156,12668,8000,0.23863277549731607,0.016625,0.9578580481622306,0.15269982581768918,0.24785179741655544,-0.00921902191923937,True
CVEfixes,category_plus_coverage,Category+coverage,0.1896551724137931,3118,146,9550,3264,12668,8000,0.2461319861067256,0.01825,0.9552696078431373,0.1579252951422489,0.25111326823043106,-0.004981282123705442,True
CVEfixes,category_plus_coverage,Category+coverage,0.1864406779661017,3214,166,9454,3380,12668,8000,0.25371013577518153,0.02075,0.9508875739644971,0.16353783626862783,0.256999357869636,-0.003289222094454475,True
CVEfixes,category_plus_coverage,Category+coverage,0.1839080459770115,3297,178,9371,3475,12668,8000,0.2602620776760341,0.02225,0.9487769784172662,0.1681343139152313,0.26009119627675303,0.00017088139928103999,True
CVEfixes,category_plus_coverage,Category+coverage,0.18055555555555555,3398,196,9270,3594,12668,8000,0.26823492263972215,0.0245,0.9454646633277685,0.17389200696729243,0.2651358696884341,0.0030990529512880567,True
CVEfixes,category_plus_coverage,Category+coverage,0.1782178217821782,3493,205,9175,3698,12668,8000,0.27573413324913165,0.025625,0.9445646295294754,0.17892394039094253,0.26688766370726424,0.008846469541867439,True
CVEfixes,category_plus_coverage,Category+coverage,0.17567567567567569,3563,218,9105,3781,12668,8000,0.2812598673823808,0.02725,0.9423432954244909,0.1829398103348171,0.27058202367114564,0.01067784371123513,True
CVEfixes,category_plus_coverage,Category+coverage,0.17333333333333334,3656,231,9012,3887,12668,8000,0.2886011998736975,0.028875,0.9405711345510677,0.188068511708922,0.27387812561702174,0.014723074256675739,True
CVEfixes,category_plus_coverage,Category+coverage,0.17073170731707318,3750,241,8918,3991,12668,8000,0.2960214714240606,0.030125,0.9396141317965422,0.1931004451325721,0.27602465440061347,0.019996817023447147,True
CVEfixes,category_plus_coverage,Category+coverage,0.16666666666666666,3946,278,8722,4224,12668,8000,0.3114935269971582,0.03475,0.9341856060606061,0.20437391136055738,0.2865953138187383,0.02489821317841987,True
CVEfixes,category_plus_coverage,Category+coverage,0.16393442622950818,3971,280,8697,4251,12668,8000,0.3134670034733186,0.035,0.9341331451423195,0.2056802786916973,0.28691726306625526,0.02654974040706334,True
CVEfixes,category_plus_coverage,Category+coverage,0.16049382716049382,4072,300,8596,4372,12668,8000,0.3214398484370066,0.0375,0.9313815187557182,0.21153473969421327,0.292716774875459,0.028723073561547643,True
CVEfixes,category_plus_coverage,Category+coverage,0.15584415584415584,4219,330,8449,4549,12668,8000,0.33304389011682983,0.04125,0.9274565838645856,0.2200987033094639,0.3014939626362657,0.03154992748056408,True
CVEfixes,category_plus_coverage,Category+coverage,0.15306122448979592,4317,350,8351,4667,12668,8000,0.3407799179033786,0.04375,0.9250053567602314,0.22580801238629766,0.3073454211434702,0.033434496759908366,True
CVEfixes,category_plus_coverage,Category+coverage,0.15053763440860216,4391,371,8277,4762,12668,8000,0.3466214082728134,0.046375,0.9220915581688366,0.23040449003290112,0.31398987243344173,0.0326315358393717,True
CVEfixes,category_plus_coverage,Category+coverage,0.14754098360655737,4517,412,8151,4929,12668,8000,0.3565677297126618,0.0515,0.9164130655305336,0.2384846138958777,0.3272822982666284,0.02928543144603339,True
CVEfixes,category_plus_coverage,Category+coverage,0.14516129032258066,4597,433,8071,5030,12668,8000,0.36288285443637514,0.054125,0.9139165009940358,0.24337139539384556,0.3338228561605985,0.029059998275776648,True
CVEfixes,category_plus_coverage,Category+coverage,0.140625,4738,484,7930,5222,12668,8000,0.3740132617619198,0.0605,0.9073152049023363,0.25266111863750723,0.3506297404913954,0.023383521270524395,True
CVEfixes,category_plus_coverage,Category+coverage,0.13793103448275862,4845,526,7823,5371,12668,8000,0.38245974107988634,0.06575,0.9020666542543287,0.25987033094639056,0.36462858127734793,0.01783115980253839,True
CVEfixes,category_plus_coverage,Category+coverage,0.13533834586466165,4920,545,7748,5465,12668,8000,0.38838017050836754,0.068125,0.9002744739249772,0.2644184246177666,0.37050087860379644,0.017879291904571076,True
CVEfixes,category_plus_coverage,Category+coverage,0.1326530612244898,5020,587,7648,5607,12668,8000,0.39627407641300916,0.073375,0.8953094346352773,0.2712889491000581,0.3846209283517506,0.011653148061258556,True
CVEfixes,category_plus_coverage,Category+coverage,0.13043478260869565,5119,632,7549,5751,12668,8000,0.40408904325860434,0.079,0.8901060685098244,0.2782562415328043,0.3998905512619891,0.004198491996615235,True
CVEfixes,category_plus_coverage,Category+coverage,0.1276595744680851,5222,664,7446,5886,12668,8000,0.4122197663403852,0.083,0.8871899422358138,0.284788078188504,0.41018446232432887,0.0020353040160563246,True
CVEfixes,category_plus_coverage,Category+coverage,0.125,5352,708,7316,6060,12668,8000,0.4224818440164193,0.0885,0.8831683168316832,0.29320688987807236,0.42453988348979876,-0.0020580394733794444,True
CVEfixes,category_plus_coverage,Category+coverage,0.12244897959183673,5395,715,7273,6110,12668,8000,0.4258762235554152,0.089375,0.8829787234042553,0.2956260886394426,0.4264372485431183,-0.0005610249877031192,True
CVEfixes,category_plus_coverage,Category+coverage,0.12,5500,745,7168,6245,12668,8000,0.4341648247552889,0.093125,0.8807045636509208,0.30215792529514224,0.43594169007593486,-0.0017768653206459688,True
