mode,trial,policy,n_pairs,false_admissions,false_admission_rate
same_category_different_cve,171,category_gate,1500,955,0.6366666666666667
same_category_different_cve,171,mddc_strict,1500,204,0.136
any_deranged,172,structural_only,1500,1259,0.8393333333333334
any_deranged,172,category_gate,1500,558,0.372
any_deranged,172,mddc_strict,1500,95,0.06333333333333334
cross_category,172,structural_only,1500,1198,0.7986666666666666
cross_category,172,category_gate,1500,513,0.342
cross_category,172,mddc_strict,1500,102,0.068
same_category_different_cve,172,structural_only,1500,1201,0.8006666666666666
same_category_different_cve,172,category_gate,1500,949,0.6326666666666667
same_category_different_cve,172,mddc_strict,1500,191,0.12733333333333333
any_deranged,173,structural_only,1500,1226,0.8173333333333334
any_deranged,173,category_gate,1500,544,0.3626666666666667
any_deranged,173,mddc_strict,1500,103,0.06866666666666667
cross_category,173,structural_only,1500,1214,0.8093333333333333
cross_category,173,category_gate,1500,505,0.33666666666666667
cross_category,173,mddc_strict,1500,93,0.062
same_category_different_cve,173,structural_only,1500,1245,0.83
same_category_different_cve,173,category_gate,1500,1002,0.668
same_category_different_cve,173,mddc_strict,1500,216,0.144
any_deranged,174,structural_only,1500,1223,0.8153333333333334
any_deranged,174,category_gate,1500,535,0.3566666666666667
any_deranged,174,mddc_strict,1500,94,0.06266666666666666
cross_category,174,structural_only,1500,1175,0.7833333333333333
cross_category,174,category_gate,1500,485,0.3233333333333333
cross_category,174,mddc_strict,1500,104,0.06933333333333333
same_category_different_cve,174,structural_only,1500,1222,0.8146666666666667
same_category_different_cve,174,category_gate,1500,958,0.6386666666666667
same_category_different_cve,174,mddc_strict,1500,174,0.116
any_deranged,175,structural_only,1500,1205,0.8033333333333333
any_deranged,175,category_gate,1500,527,0.35133333333333333
any_deranged,175,mddc_strict,1500,92,0.06133333333333333
cross_category,175,structural_only,1500,1186,0.7906666666666666
cross_category,175,category_gate,1500,486,0.324
cross_category,175,mddc_strict,1500,101,0.06733333333333333
same_category_different_cve,175,structural_only,1500,1209,0.806
same_category_different_cve,175,category_gate,1500,951,0.634
same_category_different_cve,175,mddc_strict,1500,204,0.136
any_deranged,176,structural_only,1500,1230,0.82
any_deranged,176,category_gate,1500,534,0.356
any_deranged,176,mddc_strict,1500,110,0.07333333333333333
cross_category,176,structural_only,1500,1205,0.8033333333333333
cross_category,176,category_gate,1500,488,0.3253333333333333
cross_category,176,mddc_strict,1500,102,0.068
same_category_different_cve,176,structural_only,1500,1264,0.8426666666666667
same_category_different_cve,176,category_gate,1500,1015,0.6766666666666666
same_category_different_cve,176,mddc_strict,1500,223,0.14866666666666667
any_deranged,177,structural_only,1500,1219,0.8126666666666666
any_deranged,177,category_gate,1500,567,0.378
any_deranged,177,mddc_strict,1500,92,0.06133333333333333
cross_category,177,structural_only,1500,1196,0.7973333333333333
cross_category,177,category_gate,1500,519,0.346
cross_category,177,mddc_strict,1500,89,0.059333333333333335
same_category_different_cve,177,structural_only,1500,1234,0.8226666666666667
same_category_different_cve,177,category_gate,1500,997,0.6646666666666666
same_category_different_cve,177,mddc_strict,1500,213,0.142
any_deranged,178,structural_only,1500,1214,0.8093333333333333
any_deranged,178,category_gate,1500,505,0.33666666666666667
any_deranged,178,mddc_strict,1500,96,0.064
cross_category,178,structural_only,1500,1190,0.7933333333333333
cross_category,178,category_gate,1500,505,0.33666666666666667
cross_category,178,mddc_strict,1500,85,0.056666666666666664
same_category_different_cve,178,structural_only,1500,1236,0.824
same_category_different_cve,178,category_gate,1500,981,0.654
same_category_different_cve,178,mddc_strict,1500,213,0.142
any_deranged,179,structural_only,1500,1214,0.8093333333333333
any_deranged,179,category_gate,1500,535,0.3566666666666667
any_deranged,179,mddc_strict,1500,91,0.06066666666666667
cross_category,179,structural_only,1500,1207,0.8046666666666666
cross_category,179,category_gate,1500,492,0.328
cross_category,179,mddc_strict,1500,98,0.06533333333333333
same_category_different_cve,179,structural_only,1500,1235,0.8233333333333334
same_category_different_cve,179,category_gate,1500,989,0.6593333333333333
same_category_different_cve,179,mddc_strict,1500,246,0.164
any_deranged,180,structural_only,1500,1233,0.822
any_deranged,180,category_gate,1500,551,0.36733333333333335
any_deranged,180,mddc_strict,1500,96,0.064
cross_category,180,structural_only,1500,1195,0.7966666666666666
cross_category,180,category_gate,1500,534,0.356
cross_category,180,mddc_strict,1500,89,0.059333333333333335
same_category_different_cve,180,structural_only,1500,1195,0.7966666666666666
same_category_different_cve,180,category_gate,1500,959,0.6393333333333333
same_category_different_cve,180,mddc_strict,1500,187,0.12466666666666666
any_deranged,181,structural_only,1500,1225,0.8166666666666667
any_deranged,181,category_gate,1500,548,0.36533333333333334
any_deranged,181,mddc_strict,1500,112,0.07466666666666667
cross_category,181,structural_only,1500,1191,0.794
cross_category,181,category_gate,1500,502,0.33466666666666667
cross_category,181,mddc_strict,1500,100,0.06666666666666667
same_category_different_cve,181,structural_only,1500,1228,0.8186666666666667
same_category_different_cve,181,category_gate,1500,961,0.6406666666666667
same_category_different_cve,181,mddc_strict,1500,191,0.12733333333333333
any_deranged,182,structural_only,1500,1243,0.8286666666666667
any_deranged,182,category_gate,1500,571,0.38066666666666665
any_deranged,182,mddc_strict,1500,100,0.06666666666666667
cross_category,182,structural_only,1500,1203,0.802
cross_category,182,category_gate,1500,498,0.332
cross_category,182,mddc_strict,1500,79,0.05266666666666667
same_category_different_cve,182,structural_only,1500,1229,0.8193333333333334
same_category_different_cve,182,category_gate,1500,957,0.638
same_category_different_cve,182,mddc_strict,1500,201,0.134
any_deranged,183,structural_only,1500,1246,0.8306666666666667
any_deranged,183,category_gate,1500,564,0.376
any_deranged,183,mddc_strict,1500,109,0.07266666666666667
cross_category,183,structural_only,1500,1210,0.8066666666666666
cross_category,183,category_gate,1500,515,0.3433333333333333
cross_category,183,mddc_strict,1500,86,0.05733333333333333
same_category_different_cve,183,structural_only,1500,1262,0.8413333333333334
same_category_different_cve,183,category_gate,1500,1014,0.676
same_category_different_cve,183,mddc_strict,1500,221,0.14733333333333334
any_deranged,184,structural_only,1500,1187,0.7913333333333333
any_deranged,184,category_gate,1500,563,0.37533333333333335
any_deranged,184,mddc_strict,1500,107,0.07133333333333333
cross_category,184,structural_only,1500,1183,0.7886666666666666
cross_category,184,category_gate,1500,487,0.32466666666666666
cross_category,184,mddc_strict,1500,95,0.06333333333333334
same_category_different_cve,184,structural_only,1500,1250,0.8333333333333334
same_category_different_cve,184,category_gate,1500,1018,0.6786666666666666
same_category_different_cve,184,mddc_strict,1500,203,0.13533333333333333
any_deranged,185,structural_only,1500,1216,0.8106666666666666
any_deranged,185,category_gate,1500,558,0.372
any_deranged,185,mddc_strict,1500,91,0.06066666666666667
cross_category,185,structural_only,1500,1190,0.7933333333333333
cross_category,185,category_gate,1500,526,0.3506666666666667
cross_category,185,mddc_strict,1500,78,0.052
same_category_different_cve,185,structural_only,1500,1210,0.8066666666666666
same_category_different_cve,185,category_gate,1500,943,0.6286666666666667
same_category_different_cve,185,mddc_strict,1500,206,0.13733333333333334
any_deranged,186,structural_only,1500,1254,0.836
any_deranged,186,category_gate,1500,560,0.37333333333333335
any_deranged,186,mddc_strict,1500,98,0.06533333333333333
cross_category,186,structural_only,1500,1183,0.7886666666666666
cross_category,186,category_gate,1500,498,0.332
cross_category,186,mddc_strict,1500,96,0.064
same_category_different_cve,186,structural_only,1500,1231,0.8206666666666667
same_category_different_cve,186,category_gate,1500,998,0.6653333333333333
same_category_different_cve,186,mddc_strict,1500,200,0.13333333333333333
any_deranged,187,structural_only,1500,1215,0.81
any_deranged,187,category_gate,1500,527,0.35133333333333333
any_deranged,187,mddc_strict,1500,76,0.050666666666666665
cross_category,187,structural_only,1500,1214,0.8093333333333333
cross_category,187,category_gate,1500,523,0.3486666666666667
cross_category,187,mddc_strict,1500,94,0.06266666666666666
same_category_different_cve,187,structural_only,1500,1229,0.8193333333333334
same_category_different_cve,187,category_gate,1500,970,0.6466666666666666
same_category_different_cve,187,mddc_strict,1500,238,0.15866666666666668
any_deranged,188,structural_only,1500,1222,0.8146666666666667
any_deranged,188,category_gate,1500,549,0.366
any_deranged,188,mddc_strict,1500,95,0.06333333333333334
cross_category,188,structural_only,1500,1219,0.8126666666666666
cross_category,188,category_gate,1500,505,0.33666666666666667
cross_category,188,mddc_strict,1500,100,0.06666666666666667
same_category_different_cve,188,structural_only,1500,1224,0.816
same_category_different_cve,188,category_gate,1500,967,0.6446666666666667
same_category_different_cve,188,mddc_strict,1500,210,0.14
any_deranged,189,structural_only,1500,1200,0.8
any_deranged,189,category_gate,1500,555,0.37
any_deranged,189,mddc_strict,1500,93,0.062
cross_category,189,structural_only,1500,1173,0.782
cross_category,189,category_gate,1500,509,0.3393333333333333
cross_category,189,mddc_strict,1500,103,0.06866666666666667
same_category_different_cve,189,structural_only,1500,1236,0.824
same_category_different_cve,189,category_gate,1500,981,0.654
same_category_different_cve,189,mddc_strict,1500,221,0.14733333333333334
any_deranged,190,structural_only,1500,1220,0.8133333333333334
any_deranged,190,category_gate,1500,550,0.36666666666666664
any_deranged,190,mddc_strict,1500,101,0.06733333333333333
cross_category,190,structural_only,1500,1217,0.8113333333333334
cross_category,190,category_gate,1500,496,0.33066666666666666
cross_category,190,mddc_strict,1500,103,0.06866666666666667
same_category_different_cve,190,structural_only,1500,1213,0.8086666666666666
same_category_different_cve,190,category_gate,1500,970,0.6466666666666666
same_category_different_cve,190,mddc_strict,1500,221,0.14733333333333334
any_deranged,191,structural_only,1500,1259,0.8393333333333334
any_deranged,191,category_gate,1500,560,0.37333333333333335
any_deranged,191,mddc_strict,1500,93,0.062
cross_category,191,structural_only,1500,1202,0.8013333333333333
cross_category,191,category_gate,1500,476,0.31733333333333336
cross_category,191,mddc_strict,1500,81,0.054
same_category_different_cve,191,structural_only,1500,1252,0.8346666666666667
same_category_different_cve,191,category_gate,1500,987,0.658
same_category_different_cve,191,mddc_strict,1500,209,0.13933333333333334
any_deranged,192,structural_only,1500,1231,0.8206666666666667
any_deranged,192,category_gate,1500,538,0.3586666666666667
any_deranged,192,mddc_strict,1500,85,0.056666666666666664
cross_category,192,structural_only,1500,1199,0.7993333333333333
cross_category,192,category_gate,1500,517,0.3446666666666667
cross_category,192,mddc_strict,1500,84,0.056
same_category_different_cve,192,structural_only,1500,1241,0.8273333333333334
same_category_different_cve,192,category_gate,1500,974,0.6493333333333333
same_category_different_cve,192,mddc_strict,1500,196,0.13066666666666665
any_deranged,193,structural_only,1500,1214,0.8093333333333333
any_deranged,193,category_gate,1500,537,0.358
any_deranged,193,mddc_strict,1500,107,0.07133333333333333
cross_category,193,structural_only,1500,1178,0.7853333333333333
cross_category,193,category_gate,1500,479,0.31933333333333336
cross_category,193,mddc_strict,1500,103,0.06866666666666667
same_category_different_cve,193,structural_only,1500,1243,0.8286666666666667
same_category_different_cve,193,category_gate,1500,968,0.6453333333333333
same_category_different_cve,193,mddc_strict,1500,209,0.13933333333333334
any_deranged,194,structural_only,1500,1223,0.8153333333333334
any_deranged,194,category_gate,1500,532,0.3546666666666667
any_deranged,194,mddc_strict,1500,94,0.06266666666666666
cross_category,194,structural_only,1500,1168,0.7786666666666666
cross_category,194,category_gate,1500,511,0.3406666666666667
cross_category,194,mddc_strict,1500,87,0.058
same_category_different_cve,194,structural_only,1500,1252,0.8346666666666667
same_category_different_cve,194,category_gate,1500,981,0.654
same_category_different_cve,194,mddc_strict,1500,198,0.132
any_deranged,195,structural_only,1500,1198,0.7986666666666666
any_deranged,195,category_gate,1500,559,0.37266666666666665
any_deranged,195,mddc_strict,1500,110,0.07333333333333333
cross_category,195,structural_only,1500,1188,0.792
cross_category,195,category_gate,1500,538,0.3586666666666667
cross_category,195,mddc_strict,1500,92,0.06133333333333333
same_category_different_cve,195,structural_only,1500,1240,0.8266666666666667
same_category_different_cve,195,category_gate,1500,961,0.6406666666666667
same_category_different_cve,195,mddc_strict,1500,204,0.136
any_deranged,196,structural_only,1500,1239,0.826
any_deranged,196,category_gate,1500,542,0.36133333333333334
any_deranged,196,mddc_strict,1500,102,0.068
cross_category,196,structural_only,1500,1198,0.7986666666666666
cross_category,196,category_gate,1500,482,0.32133333333333336
cross_category,196,mddc_strict,1500,86,0.05733333333333333
same_category_different_cve,196,structural_only,1500,1238,0.8253333333333334
same_category_different_cve,196,category_gate,1500,964,0.6426666666666667
same_category_different_cve,196,mddc_strict,1500,218,0.14533333333333334
any_deranged,197,structural_only,1500,1220,0.8133333333333334
any_deranged,197,category_gate,1500,547,0.36466666666666664
any_deranged,197,mddc_strict,1500,94,0.06266666666666666
cross_category,197,structural_only,1500,1191,0.794
cross_category,197,category_gate,1500,484,0.32266666666666666
cross_category,197,mddc_strict,1500,87,0.058
same_category_different_cve,197,structural_only,1500,1243,0.8286666666666667
same_category_different_cve,197,category_gate,1500,972,0.648
same_category_different_cve,197,mddc_strict,1500,219,0.146
any_deranged,198,structural_only,1500,1240,0.8266666666666667
any_deranged,198,category_gate,1500,559,0.37266666666666665
any_deranged,198,mddc_strict,1500,94,0.06266666666666666
cross_category,198,structural_only,1500,1198,0.7986666666666666
cross_category,198,category_gate,1500,518,0.3453333333333333
cross_category,198,mddc_strict,1500,96,0.064
same_category_different_cve,198,structural_only,1500,1228,0.8186666666666667
same_category_different_cve,198,category_gate,1500,964,0.6426666666666667
same_category_different_cve,198,mddc_strict,1500,203,0.13533333333333333
any_deranged,199,structural_only,1500,1241,0.8273333333333334
any_deranged,199,category_gate,1500,553,0.36866666666666664
any_deranged,199,mddc_strict,1500,93,0.062
cross_category,199,structural_only,1500,1207,0.8046666666666666
cross_category,199,category_gate,1500,489,0.326
cross_category,199,mddc_strict,1500,86,0.05733333333333333
same_category_different_cve,199,structural_only,1500,1240,0.8266666666666667
same_category_different_cve,199,category_gate,1500,979,0.6526666666666666
same_category_different_cve,199,mddc_strict,1500,216,0.144
any_deranged,0,cvss_only,1500,706,0.4706666666666667
any_deranged,1,cvss_only,1500,714,0.476
any_deranged,2,cvss_only,1500,754,0.5026666666666667
any_deranged,3,cvss_only,1500,733,0.4886666666666667
any_deranged,4,cvss_only,1500,730,0.4866666666666667
any_deranged,5,cvss_only,1500,671,0.44733333333333336
any_deranged,6,cvss_only,1500,744,0.496
any_deranged,7,cvss_only,1500,737,0.49133333333333334
any_deranged,8,cvss_only,1500,740,0.49333333333333335
any_deranged,9,cvss_only,1500,727,0.4846666666666667
any_deranged,10,cvss_only,1500,718,0.4786666666666667
any_deranged,11,cvss_only,1500,732,0.488
any_deranged,12,cvss_only,1500,717,0.478
any_deranged,13,cvss_only,1500,697,0.4646666666666667
any_deranged,14,cvss_only,1500,715,0.4766666666666667
any_deranged,15,cvss_only,1500,710,0.47333333333333333
any_deranged,16,cvss_only,1500,725,0.48333333333333334
any_deranged,17,cvss_only,1500,754,0.5026666666666667
any_deranged,18,cvss_only,1500,727,0.4846666666666667
any_deranged,19,cvss_only,1500,699,0.466
any_deranged,20,cvss_only,1500,706,0.4706666666666667
any_deranged,21,cvss_only,1500,731,0.48733333333333334
any_deranged,22,cvss_only,1500,706,0.4706666666666667
any_deranged,23,cvss_only,1500,730,0.4866666666666667
any_deranged,24,cvss_only,1500,697,0.4646666666666667
any_deranged,25,cvss_only,1500,722,0.48133333333333334
any_deranged,26,cvss_only,1500,726,0.484
any_deranged,27,cvss_only,1500,723,0.482
any_deranged,28,cvss_only,1500,721,0.4806666666666667
any_deranged,29,cvss_only,1500,737,0.49133333333333334
any_deranged,30,cvss_only,1500,715,0.4766666666666667
any_deranged,31,cvss_only,1500,723,0.482
any_deranged,32,cvss_only,1500,720,0.48
any_deranged,33,cvss_only,1500,704,0.4693333333333333
any_deranged,34,cvss_only,1500,746,0.49733333333333335
any_deranged,35,cvss_only,1500,693,0.462
any_deranged,36,cvss_only,1500,715,0.4766666666666667
any_deranged,37,cvss_only,1500,735,0.49
any_deranged,38,cvss_only,1500,713,0.47533333333333333
any_deranged,39,cvss_only,1500,724,0.4826666666666667
any_deranged,40,cvss_only,1500,749,0.49933333333333335
any_deranged,41,cvss_only,1500,749,0.49933333333333335
any_deranged,42,cvss_only,1500,724,0.4826666666666667
any_deranged,43,cvss_only,1500,701,0.4673333333333333
any_deranged,44,cvss_only,1500,768,0.512
any_deranged,45,cvss_only,1500,730,0.4866666666666667
any_deranged,46,cvss_only,1500,740,0.49333333333333335
any_deranged,47,cvss_only,1500,737,0.49133333333333334
any_deranged,48,cvss_only,1500,702,0.468
any_deranged,49,cvss_only,1500,730,0.4866666666666667
any_deranged,50,cvss_only,1500,715,0.4766666666666667
any_deranged,51,cvss_only,1500,698,0.4653333333333333
any_deranged,52,cvss_only,1500,705,0.47
any_deranged,53,cvss_only,1500,708,0.472
any_deranged,54,cvss_only,1500,738,0.492
any_deranged,55,cvss_only,1500,698,0.4653333333333333
any_deranged,56,cvss_only,1500,722,0.48133333333333334
any_deranged,57,cvss_only,1500,722,0.48133333333333334
any_deranged,58,cvss_only,1500,689,0.4593333333333333
any_deranged,59,cvss_only,1500,705,0.47
any_deranged,60,cvss_only,1500,724,0.4826666666666667
any_deranged,61,cvss_only,1500,726,0.484
any_deranged,62,cvss_only,1500,714,0.476
any_deranged,63,cvss_only,1500,698,0.4653333333333333
any_deranged,64,cvss_only,1500,713,0.47533333333333333
any_deranged,65,cvss_only,1500,704,0.4693333333333333
any_deranged,66,cvss_only,1500,695,0.4633333333333333
any_deranged,67,cvss_only,1500,702,0.468
any_deranged,68,cvss_only,1500,721,0.4806666666666667
any_deranged,69,cvss_only,1500,749,0.49933333333333335
any_deranged,70,cvss_only,1500,737,0.49133333333333334
any_deranged,71,cvss_only,1500,724,0.4826666666666667
any_deranged,72,cvss_only,1500,750,0.5
any_deranged,73,cvss_only,1500,724,0.4826666666666667
any_deranged,74,cvss_only,1500,706,0.4706666666666667
any_deranged,75,cvss_only,1500,734,0.48933333333333334
any_deranged,76,cvss_only,1500,715,0.4766666666666667
any_deranged,77,cvss_only,1500,707,0.4713333333333333
any_deranged,78,cvss_only,1500,701,0.4673333333333333
any_deranged,79,cvss_only,1500,698,0.4653333333333333
any_deranged,80,cvss_only,1500,698,0.4653333333333333
any_deranged,81,cvss_only,1500,728,0.48533333333333334
any_deranged,82,cvss_only,1500,728,0.48533333333333334
any_deranged,83,cvss_only,1500,744,0.496
any_deranged,84,cvss_only,1500,696,0.464
any_deranged,85,cvss_only,1500,733,0.4886666666666667
any_deranged,86,cvss_only,1500,740,0.49333333333333335
any_deranged,87,cvss_only,1500,712,0.4746666666666667
any_deranged,88,cvss_only,1500,722,0.48133333333333334
any_deranged,89,cvss_only,1500,689,0.4593333333333333
any_deranged,90,cvss_only,1500,730,0.4866666666666667
any_deranged,91,cvss_only,1500,723,0.482
any_deranged,92,cvss_only,1500,711,0.474
any_deranged,93,cvss_only,1500,706,0.4706666666666667
any_deranged,94,cvss_only,1500,709,0.4726666666666667
any_deranged,95,cvss_only,1500,717,0.478
any_deranged,96,cvss_only,1500,717,0.478
any_deranged,97,cvss_only,1500,749,0.49933333333333335
any_deranged,98,cvss_only,1500,693,0.462
any_deranged,99,cvss_only,1500,707,0.4713333333333333
any_deranged,100,cvss_only,1500,699,0.466
any_deranged,101,cvss_only,1500,693,0.462
any_deranged,102,cvss_only,1500,696,0.464
any_deranged,103,cvss_only,1500,729,0.486
any_deranged,104,cvss_only,1500,721,0.4806666666666667
any_deranged,105,cvss_only,1500,748,0.49866666666666665
any_deranged,106,cvss_only,1500,655,0.43666666666666665
any_deranged,107,cvss_only,1500,733,0.4886666666666667
any_deranged,108,cvss_only,1500,721,0.4806666666666667
any_deranged,109,cvss_only,1500,723,0.482
any_deranged,110,cvss_only,1500,721,0.4806666666666667
any_deranged,111,cvss_only,1500,760,0.5066666666666667
any_deranged,112,cvss_only,1500,677,0.4513333333333333
any_deranged,113,cvss_only,1500,709,0.4726666666666667
any_deranged,114,cvss_only,1500,703,0.4686666666666667
any_deranged,115,cvss_only,1500,709,0.4726666666666667
any_deranged,116,cvss_only,1500,719,0.47933333333333333
any_deranged,117,cvss_only,1500,754,0.5026666666666667
any_deranged,118,cvss_only,1500,722,0.48133333333333334
any_deranged,119,cvss_only,1500,673,0.44866666666666666
any_deranged,120,cvss_only,1500,694,0.46266666666666667
any_deranged,121,cvss_only,1500,700,0.4666666666666667
any_deranged,122,cvss_only,1500,756,0.504
any_deranged,123,cvss_only,1500,670,0.44666666666666666
any_deranged,124,cvss_only,1500,731,0.48733333333333334
any_deranged,125,cvss_only,1500,759,0.506
any_deranged,126,cvss_only,1500,705,0.47
any_deranged,127,cvss_only,1500,664,0.44266666666666665
any_deranged,128,cvss_only,1500,718,0.4786666666666667
any_deranged,129,cvss_only,1500,727,0.4846666666666667
any_deranged,130,cvss_only,1500,744,0.496
any_deranged,131,cvss_only,1500,710,0.47333333333333333
any_deranged,132,cvss_only,1500,713,0.47533333333333333
any_deranged,133,cvss_only,1500,718,0.4786666666666667
any_deranged,134,cvss_only,1500,718,0.4786666666666667
any_deranged,135,cvss_only,1500,706,0.4706666666666667
any_deranged,136,cvss_only,1500,688,0.45866666666666667
any_deranged,137,cvss_only,1500,745,0.49666666666666665
any_deranged,138,cvss_only,1500,672,0.448
any_deranged,139,cvss_only,1500,716,0.47733333333333333
any_deranged,140,cvss_only,1500,693,0.462
any_deranged,141,cvss_only,1500,737,0.49133333333333334
any_deranged,142,cvss_only,1500,696,0.464
any_deranged,143,cvss_only,1500,720,0.48
any_deranged,144,cvss_only,1500,715,0.4766666666666667
any_deranged,145,cvss_only,1500,738,0.492
any_deranged,146,cvss_only,1500,720,0.48
any_deranged,147,cvss_only,1500,702,0.468
any_deranged,148,cvss_only,1500,728,0.48533333333333334
any_deranged,149,cvss_only,1500,717,0.478
any_deranged,150,cvss_only,1500,727,0.4846666666666667
any_deranged,151,cvss_only,1500,700,0.4666666666666667
any_deranged,152,cvss_only,1500,728,0.48533333333333334
any_deranged,153,cvss_only,1500,710,0.47333333333333333
any_deranged,154,cvss_only,1500,709,0.4726666666666667
any_deranged,155,cvss_only,1500,714,0.476
any_deranged,156,cvss_only,1500,758,0.5053333333333333
any_deranged,157,cvss_only,1500,744,0.496
any_deranged,158,cvss_only,1500,712,0.4746666666666667
any_deranged,159,cvss_only,1500,730,0.4866666666666667
any_deranged,160,cvss_only,1500,745,0.49666666666666665
any_deranged,161,cvss_only,1500,727,0.4846666666666667
any_deranged,162,cvss_only,1500,725,0.48333333333333334
any_deranged,163,cvss_only,1500,739,0.49266666666666664
any_deranged,164,cvss_only,1500,711,0.474
any_deranged,165,cvss_only,1500,721,0.4806666666666667
any_deranged,166,cvss_only,1500,727,0.4846666666666667
any_deranged,167,cvss_only,1500,726,0.484
any_deranged,168,cvss_only,1500,695,0.4633333333333333
any_deranged,169,cvss_only,1500,722,0.48133333333333334
any_deranged,170,cvss_only,1500,707,0.4713333333333333
any_deranged,171,cvss_only,1500,721,0.4806666666666667
any_deranged,172,cvss_only,1500,723,0.482
any_deranged,173,cvss_only,1500,683,0.4553333333333333
any_deranged,174,cvss_only,1500,735,0.49
any_deranged,175,cvss_only,1500,724,0.4826666666666667
any_deranged,176,cvss_only,1500,725,0.48333333333333334
any_deranged,177,cvss_only,1500,750,0.5
any_deranged,178,cvss_only,1500,730,0.4866666666666667
any_deranged,179,cvss_only,1500,737,0.49133333333333334
any_deranged,180,cvss_only,1500,731,0.48733333333333334
any_deranged,181,cvss_only,1500,744,0.496
any_deranged,182,cvss_only,1500,728,0.48533333333333334
any_deranged,183,cvss_only,1500,706,0.4706666666666667
any_deranged,184,cvss_only,1500,741,0.494
any_deranged,185,cvss_only,1500,697,0.4646666666666667
any_deranged,186,cvss_only,1500,700,0.4666666666666667
any_deranged,187,cvss_only,1500,713,0.47533333333333333
any_deranged,188,cvss_only,1500,682,0.45466666666666666
any_deranged,189,cvss_only,1500,704,0.4693333333333333
any_deranged,190,cvss_only,1500,721,0.4806666666666667
any_deranged,191,cvss_only,1500,727,0.4846666666666667
any_deranged,192,cvss_only,1500,724,0.4826666666666667
any_deranged,193,cvss_only,1500,727,0.4846666666666667
any_deranged,194,cvss_only,1500,753,0.502
any_deranged,195,cvss_only,1500,692,0.4613333333333333
any_deranged,196,cvss_only,1500,737,0.49133333333333334
any_deranged,197,cvss_only,1500,708,0.472
any_deranged,198,cvss_only,1500,711,0.474
any_deranged,199,cvss_only,1500,740,0.49333333333333335
cross_category,0,cvss_only,1500,726,0.484
cross_category,1,cvss_only,1500,713,0.47533333333333333
cross_category,2,cvss_only,1500,724,0.4826666666666667
cross_category,3,cvss_only,1500,725,0.48333333333333334
cross_category,4,cvss_only,1500,697,0.4646666666666667
cross_category,5,cvss_only,1500,720,0.48
cross_category,6,cvss_only,1500,745,0.49666666666666665
cross_category,7,cvss_only,1500,757,0.5046666666666667
cross_category,8,cvss_only,1500,728,0.48533333333333334
cross_category,9,cvss_only,1500,758,0.5053333333333333
cross_category,10,cvss_only,1500,724,0.4826666666666667
cross_category,11,cvss_only,1500,736,0.49066666666666664
cross_category,12,cvss_only,1500,735,0.49
cross_category,13,cvss_only,1500,722,0.48133333333333334
cross_category,14,cvss_only,1500,707,0.4713333333333333
cross_category,15,cvss_only,1500,736,0.49066666666666664
cross_category,16,cvss_only,1500,742,0.49466666666666664
cross_category,17,cvss_only,1500,727,0.4846666666666667
cross_category,18,cvss_only,1500,700,0.4666666666666667
cross_category,19,cvss_only,1500,729,0.486
cross_category,20,cvss_only,1500,739,0.49266666666666664
cross_category,21,cvss_only,1500,735,0.49
cross_category,22,cvss_only,1500,732,0.488
cross_category,23,cvss_only,1500,717,0.478
cross_category,24,cvss_only,1500,726,0.484
cross_category,25,cvss_only,1500,734,0.48933333333333334
cross_category,26,cvss_only,1500,738,0.492
cross_category,27,cvss_only,1500,718,0.4786666666666667
cross_category,28,cvss_only,1500,708,0.472
cross_category,29,cvss_only,1500,726,0.484
cross_category,30,cvss_only,1500,699,0.466
cross_category,31,cvss_only,1500,767,0.5113333333333333
cross_category,32,cvss_only,1500,704,0.4693333333333333
cross_category,33,cvss_only,1500,740,0.49333333333333335
cross_category,34,cvss_only,1500,720,0.48
cross_category,35,cvss_only,1500,716,0.47733333333333333
cross_category,36,cvss_only,1500,712,0.4746666666666667
cross_category,37,cvss_only,1500,706,0.4706666666666667
cross_category,38,cvss_only,1500,701,0.4673333333333333
cross_category,39,cvss_only,1500,765,0.51
cross_category,40,cvss_only,1500,713,0.47533333333333333
cross_category,41,cvss_only,1500,705,0.47
cross_category,42,cvss_only,1500,731,0.48733333333333334
cross_category,43,cvss_only,1500,722,0.48133333333333334
cross_category,44,cvss_only,1500,731,0.48733333333333334
cross_category,45,cvss_only,1500,707,0.4713333333333333
cross_category,46,cvss_only,1500,733,0.4886666666666667
cross_category,47,cvss_only,1500,691,0.46066666666666667
cross_category,48,cvss_only,1500,738,0.492
cross_category,49,cvss_only,1500,723,0.482
cross_category,50,cvss_only,1500,744,0.496
cross_category,51,cvss_only,1500,726,0.484
cross_category,52,cvss_only,1500,729,0.486
cross_category,53,cvss_only,1500,730,0.4866666666666667
cross_category,54,cvss_only,1500,707,0.4713333333333333
cross_category,55,cvss_only,1500,723,0.482
cross_category,56,cvss_only,1500,708,0.472
cross_category,57,cvss_only,1500,744,0.496
cross_category,58,cvss_only,1500,746,0.49733333333333335
cross_category,59,cvss_only,1500,713,0.47533333333333333
cross_category,60,cvss_only,1500,738,0.492
cross_category,61,cvss_only,1500,688,0.45866666666666667
cross_category,62,cvss_only,1500,736,0.49066666666666664
cross_category,63,cvss_only,1500,708,0.472
cross_category,64,cvss_only,1500,700,0.4666666666666667
cross_category,65,cvss_only,1500,717,0.478
cross_category,66,cvss_only,1500,717,0.478
cross_category,67,cvss_only,1500,741,0.494
